Last Name,First Name,Position,Dev Trait,Overall Rating,Speed,Acceleration,Strength,Agility,Awareness,Catching,Carrying,Throw Power,Throw Accuracy,Kick Power,Kick Accuracy,Run Block,Pass Block,Tackle,Jumping,Kick Return,Injury,Stamina,Toughness,Trucking,Elusiveness,Ball Carrier Vision,Stiff Arm,Spin Move,Juke Move,Impact Blocking,Run Block Strength,Run Block Footwork,Pass Block Strength,Pass Block Footwork,Power Moves,Finesse Moves,Block Shedding,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Spectacular Catch,Catch In Traffic,Route Running,Hit Power,Press,Release,Throw Accuracy Short,Throw Accuracy Mid,Throw Accuracy Deep,Play Action,Throw on the Run,Height,Weight,Age,Birthdate,Years Pro,College,Total Salary,Signing Bonus,Handedness,portraitId
Catanzaro,Chandler,K,-,76,74,72,54,63,57,40,45,29,25,95,82,15,15,28,65,10,93,82,59,10,15,25,15,20,25,20,25,30,20,30,15,20,25,32,25,15,20,12,10,10,13,10,12,35,30,25,20,20,75,200,26,2/26/91,3,Clemson,775000,0,Right,7043
Skrine,Buster,CB,SLOW,76,91,89,52,87,79,61,58,10,10,15,16,45,45,62,86,74,89,91,69,10,77,70,25,74,80,49,45,45,45,45,29,36,45,67,79,72,77,49,45,22,41,73,20,6,6,6,6,6,69,185,28,4/26/89,6,Tenn-Chat,23500000,10000000,Right,4478
McLendon,Steve,DT,-,75,63,79,86,64,77,33,40,35,22,20,25,45,45,91,67,10,90,75,80,10,10,10,10,10,10,85,45,45,45,45,76,59,77,82,77,15,20,15,15,15,72,10,15,6,6,6,6,6,75,310,31,1/6/86,8,Troy,7900000,2250000,Right,4781
Wilson,Marquess,WR,-,75,88,93,47,86,77,84,74,38,35,19,19,55,43,29,93,45,88,88,84,37,76,76,46,79,82,49,35,37,35,35,20,20,37,29,20,11,22,88,82,74,15,10,72,15,15,15,15,15,76,199,24,9/14/92,4,Wash. St.,775000,0,Right,6172
Anderson,Robby,WR,-,74,94,90,58,88,74,82,68,29,27,11,11,60,35,21,86,65,80,89,78,37,75,77,48,74,80,43,53,51,39,37,10,10,26,38,25,20,25,83,78,77,12,10,76,15,10,6,6,10,75,190,24,5/9/93,1,Temple,1620000,0,Right,7880
Davis,Demario,MLB,-,74,87,89,85,81,81,58,62,25,25,26,20,45,45,82,87,10,91,85,72,45,40,20,45,15,25,84,45,45,45,45,50,57,64,75,81,67,74,15,15,15,86,40,12,6,6,6,6,6,74,248,28,1/11/89,5,Arkansas St.,1000000,0,Right,5132
Maye,Marcus,SS,-,74,90,90,77,86,66,68,65,25,25,25,25,45,45,77,81,48,87,92,77,48,57,62,48,61,68,69,45,45,45,45,31,47,73,83,66,69,73,49,46,28,87,66,18,15,10,10,15,15,72,207,24,3/9/93,0,Florida,6575000,2920000,Right,8654
Seferian-Jenkins,Austin,TE,SLOW,74,87,86,74,78,66,80,68,35,32,25,15,54,72,45,87,10,83,82,74,71,58,72,68,66,68,72,71,69,67,65,10,10,40,42,17,15,17,83,77,66,12,10,88,19,18,17,15,20,77,262,24,9/29/92,3,Washington,5200000,2000000,Right,6581
Stewart,ArDarius,WR,-,74,89,91,67,86,67,83,75,43,35,20,18,46,39,33,82,80,87,92,76,69,76,80,69,73,80,53,60,65,55,45,10,10,28,37,20,22,31,81,83,76,24,25,78,38,33,29,26,39,71,204,23,12/9/93,0,Alabama,3589000,850000,Right,8736
Williams,Marcus,CB,-,74,87,90,69,84,79,77,54,20,31,29,22,45,45,46,85,72,93,92,75,10,55,35,10,52,62,46,45,45,45,45,33,42,42,68,79,69,79,51,50,15,70,74,25,6,6,6,6,6,71,196,26,3/24/91,3,North Dakota St.,2746000,0,Right,7867
McCown,Josh,QB,-,73,76,74,57,71,81,60,50,84,82,19,25,14,14,20,50,10,75,90,92,25,27,63,34,64,64,14,14,14,14,14,10,10,20,35,29,21,21,40,52,58,12,10,40,84,78,77,74,76,76,218,38,7/4/79,15,Sam Houston,6000000,0,Right,4773
Paysinger,Spencer,MLB,SLOW,73,79,83,69,82,78,60,58,33,20,25,24,45,45,82,74,10,90,85,70,35,32,22,18,30,45,79,45,45,45,45,58,63,74,81,78,64,73,20,20,15,71,55,25,6,6,6,6,6,74,250,29,6/28/88,6,Oregon,775000,0,Right,5409
Adams,Jeff,LG,-,72,65,82,75,58,74,45,55,17,24,20,21,77,79,40,72,10,94,85,87,35,15,10,10,10,10,78,68,72,75,87,10,10,25,31,10,12,12,25,30,30,15,10,35,6,6,6,6,6,79,305,27,9/6/89,4,Columbia,760000,0,Right,5649
Beachum,Kelvin,LT,-,72,58,79,84,68,85,42,30,12,12,12,17,73,75,45,78,10,95,81,71,24,22,15,17,25,20,79,82,74,86,87,30,30,40,30,15,15,25,15,10,10,25,10,15,6,6,6,6,6,75,308,28,6/8/89,5,SMU,19500000,4500000,Right,5038
Carter,Bruce,MLB,-,72,85,89,75,84,72,67,60,25,25,20,20,45,45,83,90,10,77,92,62,34,47,42,25,55,60,78,45,45,45,45,65,75,74,85,72,55,63,40,45,15,79,40,25,6,6,6,6,6,74,240,29,2/19/88,6,North Carolina,850000,0,Right,4344
Dozier,Dakota,LG,-,72,58,80,83,53,69,45,45,25,24,11,11,76,78,38,75,10,90,82,86,25,15,15,10,10,10,86,85,78,79,72,10,10,33,35,10,12,12,15,15,15,25,10,15,6,6,6,6,6,76,313,26,4/30/91,3,Furman,2520000,300000,Right,6396
Edwards,Lac,P,-,72,73,70,57,64,54,25,37,30,32,91,75,19,17,27,45,10,85,83,65,16,21,10,10,10,10,19,19,19,17,17,10,10,24,31,10,12,12,12,10,10,23,10,12,23,22,18,17,26,76,209,25,4/27/92,1,Sam Houston,2410000,70000,Right,7990
Gragg,Chris,TE,-,72,86,90,67,83,57,77,71,35,30,30,30,68,53,39,90,25,77,85,72,66,62,75,68,72,77,66,57,56,54,52,10,10,42,29,20,16,17,81,75,60,12,18,79,15,10,6,6,10,75,244,27,6/30/90,4,Arkansas,775000,0,Right,5828
Lee,Darron,MLB,-,72,87,88,72,89,74,56,51,70,62,19,19,28,20,80,86,10,90,87,88,41,39,47,39,32,47,78,44,44,44,43,53,64,75,83,74,50,57,48,44,15,85,50,23,51,48,40,39,48,73,238,22,10/18/94,1,Ohio State,10200000,5600000,Right,8108
Leggett,Jordan,TE,-,72,82,84,70,76,60,83,76,25,25,15,19,63,64,29,80,11,88,86,73,66,70,75,66,61,76,72,61,60,52,49,15,18,32,35,21,10,22,77,79,62,34,12,64,15,10,6,6,10,77,258,22,1/31/95,0,Clemson,2638000,280000,Right,8638
Mauldin IV,Lorenzo,ROLB,SLOW,72,79,85,76,78,69,49,50,34,30,28,28,45,45,79,82,10,82,85,88,40,35,32,45,40,35,76,45,45,45,45,60,80,72,84,69,53,58,15,10,10,81,40,12,6,6,6,6,6,76,259,24,10/1/92,2,Louisville,2800000,600000,Right,7228
Miles,Rontez,FS,-,72,85,89,67,89,67,67,69,35,33,22,15,45,45,73,87,35,92,87,84,49,47,65,52,66,65,62,45,45,45,45,45,55,71,76,67,66,75,51,39,30,86,64,25,6,6,6,6,6,72,202,28,11/25/88,4,California,615000,0,Right,7241
White,Corey,CB,-,71,90,88,64,85,69,62,65,27,35,10,11,45,45,62,93,49,97,93,85,35,55,52,39,60,66,45,45,45,45,45,45,55,43,72,69,71,77,67,58,20,75,65,25,6,6,6,6,6,73,210,27,5/9/90,5,Samford,775000,20000,Right,5552
Hansen,Chad,WR,-,70,89,91,71,88,61,84,75,25,22,17,17,55,48,28,84,58,87,93,77,31,78,81,62,68,81,55,58,61,19,19,10,10,29,36,23,19,14,86,82,66,30,15,70,18,14,10,6,27,74,202,22,1/18/95,0,California,2776000,420000,Right,8573
Johnson,Wesley,C,-,70,69,83,83,63,75,45,33,30,30,25,25,73,76,35,78,10,94,85,88,20,10,10,30,10,10,77,77,87,72,75,10,10,20,20,15,12,15,15,15,15,20,10,15,6,6,6,6,6,77,297,26,1/9/91,3,Vanderbilt,2746000,0,Right,6472
Marshall,Jalin,WR,-,70,87,89,69,87,65,80,67,50,31,23,22,43,35,31,88,86,85,89,80,50,77,78,53,79,82,40,44,44,36,34,11,11,39,37,21,16,24,79,77,74,15,16,70,40,37,37,25,30,70,200,22,7/21/95,1,Ohio State,1630500,0,Right,8127
McGuire,Elijah,HB,-,70,88,88,72,90,53,68,86,35,33,27,18,40,57,35,90,67,87,87,86,79,82,76,50,71,82,58,39,45,49,45,10,10,34,39,19,12,12,64,68,67,28,20,50,35,30,20,15,15,70,214,23,6/1/94,0,UL Lafayette,2524000,160000,Right,8658
Smith,Devin,WR,SLOW,70,91,90,62,89,65,77,72,35,25,19,19,48,25,57,90,76,84,85,87,51,72,79,64,78,81,52,51,49,25,25,10,10,60,70,35,20,25,88,70,67,15,15,78,30,25,20,15,10,73,199,25,3/3/92,2,Ohio State,2203000,0,Right,7328
Whitehead,Lucky,WR,-,70,93,92,66,88,68,79,71,34,32,21,20,40,34,25,85,88,88,92,80,38,89,87,39,80,88,41,32,33,31,31,10,10,29,34,24,18,25,72,78,72,15,10,61,15,10,6,6,10,69,180,25,6/2/92,2,FAU,615000,0,Right,7847
Burris,Juston,CB,-,69,88,90,72,88,60,61,63,27,26,18,17,27,18,64,87,56,90,90,88,26,57,62,27,58,69,45,43,44,43,44,24,28,47,76,60,79,70,40,41,26,53,83,27,6,6,6,6,6,72,212,24,8/4/93,1,N.C. State,2840000,550000,Right,7925
Harrison,Jonotthan,C,-,69,67,80,87,57,77,45,45,30,30,25,25,73,71,35,72,10,94,82,75,20,10,10,30,10,10,79,83,75,82,74,10,10,20,29,15,12,15,15,15,15,20,10,15,6,6,6,6,6,76,300,26,8/25/91,3,Florida,700000,130000,Right,6442
Jenkins,Jordan,LOLB,-,69,76,85,84,81,65,44,48,23,24,21,18,30,22,81,83,10,86,83,70,31,29,33,36,29,34,71,44,44,44,44,65,77,66,76,65,62,71,27,24,15,83,42,22,6,6,6,6,6,75,259,23,7/1/94,1,Georgia,3280000,720000,Right,8073
Petty,Bryce,QB,-,69,77,84,56,76,61,30,61,91,77,20,20,15,14,17,81,5,79,87,85,49,45,69,33,49,50,19,18,17,16,16,5,5,23,30,10,10,15,13,15,12,7,5,10,81,75,74,76,73,75,230,26,5/31/91,2,Baylor,2400000,480000,Right,7278
Qvale,Brent,RT,-,69,66,76,76,61,69,25,40,35,35,18,28,76,74,44,73,10,88,84,87,19,10,10,10,10,10,73,78,69,77,65,10,10,30,27,24,20,26,12,10,10,37,10,12,6,6,6,6,6,79,315,26,3/11/91,3,Nebraska,1575000,0,Right,7583
Shell,Brandon,RT,-,69,65,82,82,69,62,20,29,26,25,25,22,74,79,36,75,10,92,87,88,32,22,23,33,26,19,74,88,82,83,70,40,30,39,35,30,10,12,20,15,10,68,10,12,6,6,6,6,6,77,324,25,2/6/92,1,South Carolina,2570000,230000,Right,8212
Still,Devon,RE,-,69,73,83,82,68,66,27,40,21,14,8,12,45,45,79,81,10,83,67,75,25,10,15,19,10,10,85,45,45,45,45,78,62,81,69,66,15,25,15,15,15,70,12,15,6,6,6,6,6,77,310,28,7/11/89,5,Penn State,775000,0,Right,5498
Thomas,Shamarko,FS,-,69,90,92,58,90,63,55,65,30,35,19,17,45,45,70,92,50,84,90,84,48,62,66,38,60,64,61,45,45,45,45,72,58,65,79,63,60,72,53,45,32,76,74,20,15,10,10,15,15,69,205,26,2/1/91,4,Syracuse,775000,0,Right,6278
Martin,Josh,ROLB,-,68,84,89,78,74,62,50,60,25,25,22,18,45,45,76,78,10,90,80,75,46,35,49,54,40,35,75,45,45,45,45,77,66,74,77,62,55,61,20,20,15,69,42,25,6,6,6,6,6,75,245,25,11/7/91,4,Columbia,3200000,450000,Right,6743
Roberts,Darryl,CB,-,68,92,94,75,94,58,53,52,10,11,15,12,45,45,40,91,63,79,88,68,20,70,64,21,70,74,47,45,45,45,45,30,35,46,64,58,78,67,49,42,25,62,79,35,6,6,6,6,6,72,182,26,11/26/90,2,Marshall,2334000,50000,Right,7800
Todman,Jordan,HB,-,68,89,90,60,91,60,63,77,30,40,11,21,35,48,25,82,81,85,87,70,61,81,81,50,80,87,40,40,42,28,44,10,10,25,39,12,13,12,66,64,38,20,20,49,35,30,20,15,15,69,203,27,2/24/90,6,Connecticut,850000,0,Right,4495
Hackenberg,Christian,QB,SLOW,67,78,80,57,64,66,29,61,95,67,21,20,21,17,24,73,11,87,91,83,41,43,67,32,33,52,19,20,19,19,18,9,9,21,33,21,12,18,20,20,18,11,9,19,74,70,71,69,78,76,228,22,2/14/95,1,Penn State,4660000,1500000,Right,8030
McDougle,Dexter,CB,-,67,91,90,55,88,57,69,65,25,25,10,11,45,45,53,88,45,75,90,74,31,65,66,35,70,72,50,45,45,45,45,28,37,35,69,57,81,69,52,54,20,73,66,12,6,6,6,6,6,70,195,26,4/8/91,3,Maryland,615000,0,Right,6519
Pennel,Mike,RE,-,67,65,82,87,58,71,32,40,20,23,15,16,45,45,76,69,10,92,74,75,25,10,15,27,12,15,86,45,45,45,45,80,55,80,75,71,15,20,15,15,15,75,16,15,6,6,6,6,6,76,332,26,5/9/91,4,CSU-Pueblo,690000,170000,Right,6548
Therezie,Robenson,FS,-,67,92,91,71,82,61,57,58,30,28,45,35,45,45,67,85,45,86,88,75,35,57,56,39,55,54,61,45,45,45,45,44,50,51,72,61,61,74,45,42,20,71,62,20,6,6,6,6,6,69,212,26,8/5/91,2,Auburn,615000,0,Right,7825
Thompkins,Kenbrell,WR,-,67,87,91,56,90,73,64,71,35,34,15,19,48,45,39,87,75,94,90,79,61,73,81,55,70,76,54,54,50,45,33,10,10,45,37,19,20,24,86,68,74,25,25,67,15,10,6,6,10,72,195,29,7/29/88,4,Cincinnati,775000,0,Right,6833
Ijalana,Ben,LT,SLOW,66,64,80,86,67,61,35,40,10,10,13,6,74,73,45,67,10,85,80,89,10,17,10,10,10,10,77,83,75,89,85,10,10,40,39,25,18,12,12,10,10,24,10,12,6,6,6,6,6,76,322,28,8/6/89,6,Villanova,6500000,3250000,Right,4394
Peake,Charone,WR,-,66,93,94,66,89,50,76,68,31,26,23,22,54,44,27,86,65,82,88,77,65,74,78,70,71,77,45,44,44,36,34,11,11,39,37,21,16,24,72,78,67,15,16,67,26,22,24,24,22,74,209,24,10/16/92,1,Clemson,2400000,60000,Right,8172
Lemonier,Corey,LOLB,-,65,85,90,72,72,61,51,54,20,20,20,20,45,45,73,82,10,90,86,74,45,35,29,37,55,25,74,45,45,45,45,56,77,71,78,61,60,67,35,34,15,76,50,20,6,6,6,6,6,75,255,25,11/19/91,4,Auburn,775000,80000,Right,5942
Murphy,Marcus,HB,-,65,86,88,66,85,52,60,81,25,25,20,14,30,35,19,79,89,77,83,60,37,86,85,46,80,86,30,33,34,39,40,5,5,9,25,15,10,15,75,65,66,15,15,58,29,25,20,10,15,69,195,25,10/3/91,2,Missouri,1320000,0,Right,7248
Simon,Deon,DT,-,65,68,81,93,49,60,34,43,19,21,11,17,45,45,77,79,10,73,69,79,25,11,10,26,10,10,81,45,45,45,45,72,43,80,74,60,15,20,15,15,15,73,19,17,6,6,6,6,6,76,332,27,7/6/90,2,N'western St.,1150000,0,Right,7601
Clark,Jeremy,CB,-,64,86,89,73,82,53,63,58,35,35,20,20,45,45,67,84,55,86,90,74,25,46,55,27,52,64,48,45,45,45,45,26,35,48,72,53,76,70,53,58,27,73,81,23,6,6,6,6,6,75,220,23,6/29/94,0,Michigan,2504000,140000,Right,8508
Donahue,Dylan,ROLB,-,64,81,86,82,80,50,46,40,34,40,20,19,45,45,76,73,12,91,87,84,33,29,36,40,30,37,81,45,45,45,45,77,71,73,76,50,50,62,36,40,20,78,10,14,6,6,6,6,6,75,248,25,8/20/92,0,West Georgia,2557000,200000,Right,8534
Hammond,Frankie,WR,-,63,90,93,54,91,64,72,64,35,35,30,30,37,35,25,83,78,92,87,67,34,77,79,39,80,83,45,35,39,34,34,10,10,35,35,20,15,35,73,67,69,12,15,52,15,10,6,6,10,73,185,27,2/17/90,4,Florida,615000,0,Right,7158
Howsare,Julian,FB,-,63,80,86,76,73,61,51,66,30,30,25,25,67,54,68,80,30,90,84,87,74,40,52,66,46,59,70,77,60,62,54,59,71,66,67,20,30,44,36,52,48,77,27,43,6,6,6,6,6,75,255,24,9/11/92,1,Clarion,1020000,0,Right,8348
Jones,Derrick,CB,-,63,90,88,60,82,50,61,56,27,21,11,15,44,36,54,94,52,87,90,76,25,63,65,32,63,75,43,45,45,45,45,29,37,46,71,50,76,69,54,57,52,62,78,49,6,6,6,6,6,74,188,22,12/4/94,0,Ole Miss,2500000,140000,Right,0
Martin Jr,Ronald,FS,-,63,85,89,62,82,57,57,51,24,25,26,19,45,45,67,87,55,86,90,84,44,51,52,54,55,62,64,45,45,45,45,60,59,68,67,57,62,73,40,40,20,77,71,25,6,6,6,6,6,74,220,24,2/26/93,2,LSU,615000,0,Right,7751
Stanford,Julian,MLB,-,63,86,87,78,85,60,60,68,35,32,15,14,45,45,79,97,10,87,78,69,35,65,52,40,60,66,74,45,45,45,45,56,77,69,79,60,52,62,25,35,15,77,55,25,6,6,6,6,6,73,230,26,9/2/90,5,Wagner College,775000,0,Right,6093
Tomlinson,Eric,TE,-,63,80,82,78,67,42,74,69,35,34,15,14,76,64,42,80,25,91,83,74,60,45,61,65,63,64,72,80,73,72,62,40,33,58,45,32,24,34,75,76,37,60,25,50,35,33,32,22,35,78,263,25,1/1/92,2,UTEP,540000,0,Right,7614
Watts,Craig,RG,-,63,56,74,80,50,44,25,25,19,11,22,20,81,79,35,63,10,84,80,78,33,10,11,25,10,10,74,88,78,87,74,10,10,35,19,10,12,12,12,10,10,25,10,12,6,6,6,6,6,75,335,26,6/20/91,3,W. Texas AM,540000,0,Right,8449
Balducci,Alex,RG,-,62,72,84,81,52,49,32,24,24,21,20,20,76,73,69,76,9,89,82,89,32,18,20,23,13,26,75,80,78,77,76,51,70,63,61,49,23,31,17,22,16,62,11,15,6,6,6,6,6,76,310,23,3/1/94,1,Oregon,990000,0,Right,8290
Johnson,Anthony,LE,-,62,64,80,78,62,56,26,39,21,24,24,17,45,45,81,65,10,92,75,77,19,10,10,10,10,10,81,45,45,45,45,76,65,76,83,56,15,20,20,17,15,69,20,25,6,6,6,6,6,74,295,24,1/24/93,3,LSU,615000,0,Right,6469
Thomas,Lawrence,LE,-,62,73,83,83,73,57,41,50,15,16,15,14,45,45,74,84,10,87,85,82,55,30,36,47,27,38,78,45,45,45,45,56,73,75,75,57,20,30,51,46,27,84,26,36,6,6,6,6,6,75,286,24,4/16/93,1,Michigan St.,1635000,0,Right,8436
Bishop,Freddie,LOLB,-,59,76,84,83,76,54,47,30,26,30,24,20,45,45,77,87,15,91,83,92,34,30,35,41,26,32,67,45,45,45,45,59,78,67,81,54,34,47,20,23,10,79,30,12,6,6,6,6,6,75,255,27,2/25/90,2,W. Michigan,540000,0,Right,8296
Purdum,Tanner,TE,-,46,66,69,74,64,52,58,65,11,15,15,15,58,65,46,56,6,92,75,80,55,30,45,60,40,42,73,75,69,67,64,10,10,45,50,19,15,29,35,52,47,49,25,65,15,10,6,6,10,75,270,33,8/15/84,8,Baker,980000,0,Right,4841
Slay Jr,Darius,CB,-,89,94,92,59,93,86,73,64,36,29,25,21,45,45,63,88,72,92,94,67,39,82,81,43,81,84,56,45,45,45,45,40,49,57,79,86,90,87,65,55,40,74,75,40,6,6,6,6,6,72,190,26,1/1/91,4,Mississippi St.,30000000,14500000,Right,6273
Lang,T.J.,RG,QUICK,87,64,79,89,62,92,22,40,22,20,22,20,78,94,42,35,10,92,85,83,10,19,10,10,10,10,85,91,90,92,84,15,15,25,35,30,9,12,12,10,10,35,10,12,6,6,6,6,6,76,318,29,9/20/87,8,Eastern Michigan,19250000,8000000,Right,3328
Stafford,Matthew,QB,QUICK,87,75,79,67,71,88,26,63,98,89,28,25,27,25,28,58,10,91,96,97,53,53,73,37,39,62,27,27,29,29,27,10,10,28,29,17,10,22,15,15,15,12,10,15,89,84,80,85,88,75,226,29,2/7/88,8,Georgia,44000000,11000000,Right,6302
Tate III,Golden,WR,QUICK,87,89,91,59,95,90,88,75,27,29,19,19,59,18,19,91,89,89,95,89,65,95,92,71,85,91,49,30,25,18,18,10,10,35,49,25,18,22,88,87,87,15,15,85,25,25,20,15,10,70,197,29,8/2/88,7,Notre Dame,33000000,8000000,Left,2909
Ansah,Ezekiel,RE,QUICK,84,85,89,84,81,83,37,51,33,25,44,40,45,45,81,86,10,94,90,74,45,40,42,45,62,35,87,45,45,45,45,83,74,68,84,83,36,48,30,25,15,88,45,20,6,6,6,6,6,77,275,28,5/29/89,4,BYU,18600000,2970000,Right,5659
Jones Jr,Marvin,WR,-,84,90,90,70,90,87,83,83,35,30,25,24,66,46,32,91,72,89,89,88,53,80,87,65,83,86,49,45,44,40,38,10,10,35,10,15,20,15,91,87,85,12,20,83,25,20,15,10,15,74,198,27,3/12/90,5,California,42000000,8000000,Right,5288
Prater,Matt,K,-,83,74,77,43,46,65,35,40,45,45,98,93,20,20,20,40,10,85,75,50,10,12,10,10,10,10,15,15,15,15,15,10,10,10,25,15,10,25,12,10,10,12,10,12,35,30,25,20,20,70,201,33,8/10/84,10,UCF,10000000,750000,Right,2449
Wagner,Rick,RT,-,83,66,80,87,58,87,54,55,17,13,20,20,75,88,35,78,10,84,85,88,24,11,15,10,10,10,86,89,83,85,82,10,10,30,35,16,15,18,35,33,15,34,10,15,6,6,6,6,6,78,310,27,10/21/89,4,Wisconsin,33000000,14500000,Right,6139
Decker,Taylor,LT,QUICK,82,65,79,90,61,86,26,28,22,21,18,19,82,84,34,72,9,91,88,90,20,14,12,15,12,11,84,80,76,81,78,15,14,26,29,19,11,14,15,15,14,70,10,16,6,6,6,6,6,79,311,23,8/23/94,1,Ohio State,10900000,6100000,Right,7974
Quin,Glover,FS,-,82,86,91,63,84,82,76,56,18,30,17,22,45,45,72,91,40,88,94,87,10,62,50,31,72,74,63,45,45,45,45,52,54,62,80,82,71,83,65,60,25,73,86,34,6,6,6,6,6,72,207,31,1/15/86,8,New Mexico,11000000,5000000,Right,2472
Riddick,Theo,HB,-,82,87,90,59,94,86,76,79,33,32,27,25,45,63,28,81,87,89,88,85,61,92,87,74,81,92,48,49,54,45,50,10,10,19,38,20,15,20,81,77,86,20,25,54,44,38,25,15,18,69,201,26,5/4/91,4,Notre Dame,13750000,2000000,Right,6041
Wilson Sr,Tavon,SS,-,82,87,88,58,88,87,65,66,30,35,20,15,45,45,72,82,35,95,92,87,47,55,60,38,66,70,62,45,45,45,45,48,61,69,87,87,68,76,55,50,30,69,70,20,15,10,10,15,15,72,212,27,3/19/90,5,Illinois,1650000,500000,Right,6173
Ebron,Eric,TE,-,81,87,89,73,86,82,82,79,25,28,24,19,50,68,54,85,15,90,87,86,70,76,83,77,74,82,68,61,59,55,54,55,67,57,69,30,10,24,85,79,78,12,10,76,15,10,6,6,10,76,253,24,4/10/93,3,North Carolina,6784000,1800000,Right,6400
Martin,Sam,P,-,81,75,73,46,68,66,45,48,44,46,96,86,25,20,24,65,10,92,85,65,10,20,15,10,10,10,15,15,15,15,15,10,10,10,35,15,10,25,12,10,10,12,10,12,15,15,15,15,15,73,211,27,2/27/90,4,Appalach. St.,10500000,2500000,Right,6649
Swanson,Travis,C,-,81,63,83,87,64,86,40,40,22,28,18,22,79,84,40,73,10,94,87,85,15,11,10,10,10,10,86,85,81,82,71,20,15,30,32,17,20,20,15,15,15,15,10,15,6,6,6,6,6,77,304,26,1/30/91,3,Arkansas,2800000,600000,Right,6606
Lawson,Nevin,CB,-,80,90,89,67,90,81,54,54,35,35,25,25,45,45,68,83,50,89,92,85,31,65,66,25,70,72,51,45,45,45,45,34,52,54,77,81,85,76,45,43,33,56,65,30,6,6,6,6,6,69,192,26,4/23/91,3,Utah State,1920000,400000,Right,6488
Abdullah,Ameer,HB,-,78,89,95,71,90,76,65,75,35,31,23,21,37,69,42,91,83,84,86,85,65,89,88,68,89,93,27,29,28,39,38,5,5,30,17,23,10,19,61,64,55,21,25,51,30,25,15,10,10,69,203,24,6/13/93,2,Nebraska,4000000,1600000,Right,6981
Hyder Jr,Kerry,LE,-,78,75,85,79,73,79,29,37,22,21,21,19,45,44,78,79,9,87,82,80,33,22,25,29,25,24,85,44,45,45,44,72,86,73,77,79,23,36,19,17,13,73,22,17,6,6,6,6,6,74,270,26,5/2/91,2,Texas Tech,540000,0,Right,7509
Ngata,Haloti,DT,-,78,63,79,94,66,86,47,40,29,40,32,17,45,45,83,66,14,92,85,95,34,10,10,10,10,10,89,45,45,45,45,78,50,74,81,86,25,45,40,15,15,85,10,15,6,6,6,6,6,76,345,33,1/21/84,11,Oregon,13000000,4000000,Right,2245
Asiata,Matt,HB,-,75,79,87,84,78,84,65,93,30,30,26,26,65,60,32,69,40,95,77,88,90,50,83,95,77,73,65,66,61,60,52,10,10,15,55,15,12,15,45,65,61,20,10,31,6,6,6,6,6,72,219,30,7/24/87,6,Utah,760000,0,Right,5025
Worrilow,Paul,LOLB,-,75,84,90,74,76,78,61,55,27,25,29,19,45,45,81,80,12,91,97,78,40,35,32,45,35,36,80,45,45,45,45,69,62,71,78,78,63,72,20,15,15,78,50,15,6,6,6,6,6,72,230,27,5/1/90,4,Delaware,2000000,1000000,Right,6770
Davis,Jarrad,MLB,-,74,85,90,83,83,69,53,48,17,19,21,20,45,45,89,91,10,80,91,78,32,25,34,42,26,37,78,45,45,45,45,67,58,81,77,69,64,68,46,43,28,87,42,26,6,6,6,6,6,73,238,21,11/16/95,0,Florida,11015000,6150000,Right,8524
Fells,Darren,TE,-,74,73,79,77,80,72,80,76,35,39,15,14,64,74,45,84,15,90,82,74,71,50,65,70,74,75,61,61,60,55,54,20,20,44,54,10,12,25,79,75,65,25,25,78,15,10,6,6,10,79,318,31,4/22/86,4,UC Irvine,700000,270000,Right,7111
Golladay,Kenny,WR,-,74,90,90,71,85,64,87,73,36,58,24,21,48,39,30,85,74,88,89,85,68,76,81,79,68,78,49,52,49,40,40,10,10,33,38,25,20,29,87,83,74,36,25,72,29,24,20,31,33,76,213,23,11/3/93,0,N. Illinois,3264000,720000,Right,8568
Hayden,D.J.,CB,SLOW,74,91,90,57,94,71,65,65,30,30,18,19,45,45,68,85,45,80,91,75,33,86,78,35,79,86,48,45,45,45,45,37,54,52,74,71,73,76,60,48,20,76,79,32,6,6,6,6,6,71,190,27,6/27/90,4,Houston,2500000,1000000,Right,6260
Whitehead,Tahir,ROLB,-,74,84,88,71,77,77,62,60,25,25,20,20,45,45,91,89,10,96,91,67,43,32,40,29,35,45,82,45,45,45,45,63,48,70,88,77,51,62,20,24,15,81,60,25,6,6,6,6,6,74,241,27,4/2/90,5,Temple,9000000,3000000,Right,5553
Zenner,Zach,HB,-,74,87,88,78,81,73,65,87,31,29,25,14,48,53,39,90,61,88,87,73,82,63,84,81,71,81,52,49,47,54,47,10,20,40,42,22,14,19,58,64,57,20,10,56,25,20,15,15,10,71,221,24,9/13/92,2,S. Dakota St.,1570000,0,Right,7395
Spence,Akeem,DT,-,73,67,85,91,64,68,30,42,36,19,20,20,45,45,71,79,10,95,69,84,22,15,20,28,25,20,85,45,45,45,45,74,80,72,74,68,20,30,15,25,15,90,25,25,6,6,6,6,6,73,307,25,11/29/91,4,Illinois,6300000,2250000,Right,6089
Tabor,Teez,CB,-,73,87,90,61,92,64,78,67,35,35,20,17,45,45,63,76,60,90,96,76,28,68,73,33,73,78,51,45,45,45,45,29,45,49,81,64,83,79,68,64,33,67,74,30,6,6,6,6,6,72,201,20,12/31/96,0,Florida,4835000,1650000,Right,8740
